,PostTextPolarity,PostTextSubjectivity,cluster
214,1.0,0.3,4
215,0.770833333333,0.916666666667,4
216,0.0771875,0.223333333333,0
217,0.446428571429,0.571428571429,1
218,0.3,0.1,2
219,0.158333333333,0.7,3
220,0.78125,0.5,4
221,1.0,0.9,4
222,1.0,1.0,4
223,0.0208333333333,0.277777777778,2
224,0.375,0.666666666667,1
225,0.625,0.5,1
226,0.0193939393939,0.583257575758,3
227,0.4375,0.65,1
228,1.0,0.75,4
229,0.0,0.0,0
230,0.4,0.35,2
231,0.0124188311688,0.608658008658,3
232,0.0,0.0,0
233,0.0,0.0,0
234,-0.0125,0.675,3
235,0.0,0.0,0
236,0.136363636364,0.454545454545,2
237,0.0,0.0,0
238,0.159917355372,0.411845730028,2
239,0.8,1.0,4
240,0.8,1.0,4
241,0.05,1.0,3
242,0.227210884354,0.551700680272,2
243,0.166666666667,0.9,3
244,0.128571428571,0.428571428571,2
245,0.0,0.0,0
246,0.0,0.0,0
247,0.2125,0.359722222222,2
248,0.0,0.0,0
249,0.0,0.0,0
250,0.0,0.0,0
251,1.0,0.9,4
252,0.5,0.8125,1
253,0.136363636364,0.5,2
254,0.0,0.0,0
255,0.425,0.575,1
256,0.1,0.25,2
257,-0.7,0.666666666667,5
258,0.0,0.0,0
259,0.136363636364,0.5,2
260,0.0,0.0,0
261,-0.00959595959596,0.394444444444,3
262,-0.25,0.3,3
263,0.5,0.5,1
264,0.00416666666667,0.233333333333,0
265,0.0,0.0,0
266,0.2,0.2,2
267,-0.125,0.35,3
268,0.0,0.0,0
269,0.0,0.0,0
270,0.0,0.2,0
271,0.302272727273,0.588636363636,1
272,0.357575757576,0.618181818182,1
273,0.212121212121,0.366666666667,2
274,0.0,0.0,0
275,0.0428571428571,0.567724867725,3
276,0.193181818182,0.416666666667,2
277,0.0,0.0,0
278,0.55,0.55,1
279,0.0,0.0,0
280,0.0,0.0,0
281,0.25,1.0,1
282,0.156349206349,0.656349206349,3
283,0.5,0.6,1
284,0.0,0.55,3
285,0.136363636364,0.5,2
286,0.0,0.5,3
287,0.136363636364,0.5,2
288,0.0,0.0,0
289,-0.390625,0.8,5
290,0.3125,0.9,1
291,0.136363636364,0.5,2
292,0.0,0.0,0
293,0.136363636364,0.5,2
294,0.0,0.0,0
295,0.136363636364,0.454545454545,2
296,0.0,0.0,0
297,0.0,0.0,0
298,0.0,0.0,0
299,0.225,0.266666666667,2
300,0.0,0.0,0
301,0.136363636364,0.5,2
302,-0.429166666667,0.588888888889,5
303,0.0,0.0,0
304,0.0,0.0,0
305,0.0,0.0,0
306,0.0,0.0,0
307,0.0,0.0,0
308,0.136363636364,0.454545454545,2
309,0.0,0.0,0
310,0.0681818181818,0.289772727273,2
311,0.5,0.5,1
312,0.2,0.3,2
313,0.2,0.3,2
314,0.136363636364,0.5,2
315,0.136363636364,0.5,2
316,0.136363636364,0.5,2
317,0.0,0.0,0
318,0.0,0.0,0
319,0.0,0.0,0
320,-0.1425,0.6175,3
321,0.1,0.2,0
322,0.7,0.6,1
323,-0.155555555556,0.288888888889,3
324,0.8,1.0,4
325,0.3125,1.0,1
326,0.5,0.6,1
327,0.0,0.0,0
328,0.0,0.0,0
329,-0.155555555556,0.288888888889,3
330,0.0,0.0,0
331,0.0,0.0,0
332,0.270833333333,0.516666666667,2
333,-0.707142857143,0.761904761905,5
334,0.0,0.0,0
335,0.0,0.0,0
336,0.0,0.0,0
337,0.0,0.0,0
338,0.0,0.0,0
339,0.136363636364,0.5,2
340,0.0,0.0,0
341,0.166666666667,0.296296296296,2
342,0.0,0.0,0
343,0.0,0.0,0
344,0.0909090909091,0.325252525253,2
345,0.136363636364,0.5,2
346,0.136363636364,0.5,2
347,0.0,0.0,0
348,0.0,0.0,0
349,0.0681818181818,0.283333333333,2
350,-0.25,0.5,3
351,-0.05,0.171428571429,0
352,0.0,0.0,0
353,0.0,0.0,0
354,0.55,0.65,1
355,0.0,0.0,0
356,0.0,0.0,0
357,0.0,0.0,0
358,-0.0446428571429,0.421428571429,3
359,0.6,0.95,4
360,0.0,0.0,0
361,-0.6,0.95,5
362,0.0,0.0,0
363,-0.125,0.35,3
364,0.0,0.0,0
365,0.05,0.55,3
366,-0.34375,0.7,5
367,0.0,0.0,0
368,0.0,0.0,0
369,0.175,0.625,2
370,0.1,0.4,2
371,0.0,0.0,0
372,0.0,0.0,0
373,0.0,0.0,0
374,0.0,0.0,0
375,0.0,0.0,0
376,0.3,0.5,2
377,0.8,1.0,4
378,0.136363636364,0.454545454545,2
379,0.0,0.0,0
380,0.0,0.0,0
381,0.0,0.0,0
382,-0.1875,0.5,3
383,0.165277777778,0.555555555556,2
384,0.0,0.0,0
385,0.0597222222222,0.433333333333,3
386,0.0,0.0,0
387,0.0,0.0,0
388,0.6,0.9,1
389,0.25,0.5,2
390,0.136363636364,0.454545454545,2
391,0.0,0.0,0
392,0.0195767195767,0.346296296296,2
393,0.0,0.0,0
394,-0.02,0.42,3
395,0.442857142857,0.717857142857,1
396,0.0,0.0,0
397,0.0,0.0,0
398,0.0,0.0,0
399,0.6,0.9,1
400,0.0,0.0,0
401,0.25,0.25,2
402,0.1,0.65,3
403,0.0,0.1,0
404,0.5,0.5,1
405,0.4,0.75,1
406,0.15625,0.5,2
407,0.0,0.0,0
408,0.0,0.0,0
409,0.1,1.0,3
410,0.516666666667,0.633333333333,1
411,0.0,0.5,3
412,0.202777777778,0.558333333333,2
413,0.0,0.0,0
414,0.0,0.0,0
415,0.0,0.0,0
416,0.0,0.0,0
417,-0.1875,0.5,3
418,0.0,0.0,0
419,-0.4,0.4,5
420,0.0,0.0,0
421,-0.025,0.35,3
422,0.0,1.0,3
423,0.0,0.0,0
424,-0.125,0.35,3
425,0.0,0.0,0
426,0.0,0.0,0
427,0.0,0.1,0
428,0.144886363636,0.490454545455,2
429,0.288425925926,0.481481481481,2
430,0.0,0.0,0
431,0.3,1.0,1
432,1.0,1.0,4
433,0.625,0.6,1
434,-0.2,0.6,3
435,0.4882996633,0.660557960558,1
436,0.483333333333,0.777777777778,1
437,0.6,0.9,1
438,0.1284375,0.69625,3
439,0.9,0.85,4
440,0.0,0.0,0
441,0.413541666667,0.561698717949,1
442,-0.00714285714286,0.647619047619,3
443,0.51953125,0.633333333333,1
444,0.25,0.75,1
445,0.8,0.7,4
446,0.104166666667,0.5,2
447,0.279166666667,0.735416666667,1
448,0.411111111111,0.566666666667,1
449,0.311139455782,0.484693877551,2
450,0.358333333333,0.522023809524,1
451,0.292857142857,0.721428571429,1
452,0.3,0.1,2
453,0.0465909090909,0.515151515152,3
454,0.4,0.65,1
455,0.5,1.0,1
456,0.0,0.0,0
457,0.040873015873,0.572222222222,3
458,0.229861111111,0.555555555556,2
459,0.0,0.0,0
460,0.382142857143,0.467857142857,2
461,0.0,0.0,0
462,0.286071428571,0.541428571429,2
463,-0.21875,0.658333333333,3
464,0.15,0.1,0
465,0.0,0.0,0
466,0.0,0.357142857143,3
467,0.5,0.6,1
468,0.5734375,0.725,1
469,0.35,0.65,1
470,0.444444444444,0.505555555556,1
471,0.0,0.0,0
472,0.325,0.55,1
473,0.0,0.0,0
474,0.0,0.0,0
475,-0.0125,0.51875,3
476,0.2,0.388888888889,2
477,0.125,0.3,2
478,0.375,0.35,2
479,0.0,0.0,0
480,0.153409090909,0.454545454545,2
481,0.6,0.575,1
482,0.46875,0.75,1
483,0.0,0.0,0
484,0.0,0.0,0
485,0.6,0.9,1
486,0.0,0.0,0
487,0.0,0.0,0
488,0.0,0.0,0
489,0.4375,0.65,1
490,1.0,1.0,4
491,-0.125,0.5,3
492,0.0,0.0,0
493,0.0,0.0,0
494,0.0,0.0,0
495,0.0,0.0,0
496,0.3671875,0.8125,1
497,1.0,0.7,4
498,0.0,0.0,0
499,0.0,0.0,0
500,0.0,0.0,0
501,0.0,0.0,0
502,0.625,0.5,1
503,-0.4,0.95,5
504,0.5,0.6,1
505,0.107272727273,0.550909090909,3
506,0.588888888889,0.777777777778,1
507,0.0,0.0,0
508,1.0,0.75,4
509,0.0,0.0,0
510,0.0,0.0,0
511,0.0,0.0,0
512,0.0,0.0,0
513,0.0,0.357142857143,3
514,-0.208333333333,0.0666666666667,0
515,0.0,0.0,0
516,0.0,0.0,0
517,0.0,0.0,0
518,-0.2,0.3,3
519,0.2,0.55,2
520,0.0,0.0,0
521,-1.0,1.0,5
522,0.0,0.0,0
523,0.1,0.133333333333,0
524,0.0,0.357142857143,3
525,0.0,0.0,0
526,0.5,0.7,1
527,0.0,0.0,0
528,0.0,0.0,0
529,0.0,0.0,0
530,0.0,0.0,0
531,0.0,0.0,0
532,0.0,0.0,0
533,0.625,0.5,1
534,1.0,1.0,4
535,0.0,0.0,0
536,0.0,0.0,0
537,0.252777777778,0.677777777778,1
538,0.101071428571,0.593313492063,3
539,0.0791666666667,0.4125,2
540,0.0,0.0,0
541,0.0,0.0,0
542,0.433333333333,0.833333333333,1
543,0.0,0.0,0
544,0.0,0.0,0
545,0.0,0.0,0
546,-0.00634920634921,0.278373015873,0
547,0.0,0.0,0
548,0.0,0.0,0
549,0.152651515152,0.668181818182,3
550,0.75,0.65,4
551,0.266666666667,0.466666666667,2
552,0.0,0.0,0
553,0.0,0.0,0
554,0.561111111111,0.644444444444,1
555,0.0,0.0,0
556,0.0,0.0,0
557,0.0,0.0,0
558,0.0,0.0,0
559,1.0,1.0,4
560,0.0,0.0,0
561,0.628571428571,0.845238095238,4
562,0.5,0.5,1
563,0.433333333333,0.833333333333,1
564,0.0,0.0,0
565,0.644444444444,0.761111111111,1
566,0.770833333333,0.916666666667,4
567,0.8125,0.75,4
568,0.433333333333,0.833333333333,1
569,0.0,0.0,0
570,0.191666666667,0.35,2
571,0.425,0.45,1
572,0.0,0.0,0
573,0.28125,0.441666666667,2
574,0.0,0.0,0
575,0.135416666667,0.433333333333,2
576,0.223214285714,0.642857142857,2
577,0.5,0.633333333333,1
578,0.0,0.0,0
579,-0.75,0.95,5
580,0.186111111111,0.602777777778,2
581,0.0,0.0,0
582,-0.25,0.55,3
583,0.1,0.2,0
584,-0.125,0.304166666667,3
585,0.0,0.0,0
586,0.0,0.0,0
587,0.541666666667,0.833333333333,1
588,0.0,0.0,0
589,0.0,0.0,0
590,0.5,0.6,1
591,0.0125,0.2875,2
592,-0.6,0.95,5
593,0.0,0.0,0
594,0.595,0.765,1
595,0.0,0.0,0
596,1.0,1.0,4
597,0.625,0.5,1
598,0.0,0.0,0
599,0.0,0.0,0
600,0.0,0.0,0
601,0.75,0.8,4
602,0.0,0.0,0
603,-0.6,0.95,5
604,0.5625,0.694444444444,1
605,0.266335227273,0.454545454545,2
606,-0.15,0.216666666667,0
607,-0.0953125,0.44375,3
608,0.0,0.0,0
609,0.0,0.0,0
610,0.65625,1.0,4
611,0.0,0.0,0
612,0.533333333333,0.566666666667,1
613,-0.0310185185185,0.262962962963,0
614,0.125,0.1,0
615,0.1,0.1,0
616,1.0,0.75,4
617,0.0,0.0,0
618,0.0481481481481,0.462962962963,3
619,0.6,1.0,4
620,0.433333333333,0.833333333333,1
621,0.35,0.55,1
622,0.54296875,0.625,1
623,0.85,1.0,4
624,0.0,0.0,0
625,0.170833333333,0.455555555556,2
626,0.8,0.75,4
627,-0.25,0.75,3
628,0.0,0.0,0
629,0.0,0.0,0
630,0.0,0.0,0
631,0.6,0.7,1
632,0.669387755102,0.626530612245,1
633,0.0,0.0,0
634,0.2,0.6,2
635,0.45,0.7,1
636,0.0,0.0,0
637,0.178571428571,0.545238095238,2
638,0.0,0.0,0
639,0.108333333333,1.0,3
640,0.0,0.0,0
641,0.0,0.0,0
642,1.0,0.7,4
643,0.0,0.0,0
644,0.35,0.55,1
645,0.4,0.65,1
646,-0.2,0.3,3
647,0.35,0.475,2
648,-0.375,0.6,5
649,0.0,0.0,0
650,0.0,0.0,0
651,0.540151515152,0.809848484848,1
652,0.568181818182,0.727272727273,1
653,0.0,0.0,0
654,0.0,0.0,0
655,0.0,0.0,0
656,0.0,0.0666666666667,0
657,0.125,0.183333333333,0
658,1.0,0.3,4
659,0.0,0.0,0
660,0.875,0.95,4
661,0.0,0.0,0
662,0.0,0.0,0
663,0.0,0.0,0
664,0.5,0.55,1
665,0.533333333333,0.833333333333,1
666,0.0,0.0,0
667,0.0,0.0,0
668,0.0,0.0,0
669,0.0,0.0,0
670,1.0,0.3,4
671,0.354761904762,0.519047619048,1
672,0.0,0.0,0
673,0.0,0.0,0
674,0.35,0.65,1
675,0.35,0.65,1
676,0.0,0.0,0
677,0.0,0.0,0
678,0.35,0.65,1
679,-0.6,0.95,5
680,0.0,0.0,0
681,0.0,0.0,0
682,0.0,0.75,3
683,0.0,0.0,0
684,0.0,0.0,0
685,0.121153846154,0.345192307692,2
686,0.0,0.0,0
687,-0.3125,0.6875,5
688,0.0,0.0,0
689,0.0,0.0,0
690,0.0,0.0,0
691,0.0,0.0,0
692,1.0,1.0,4
693,0.0,0.0,0
694,0.0,0.0,0
695,-0.215384615385,0.380769230769,3
696,0.279020979021,0.551048951049,2
697,0.204166666667,0.479166666667,2
698,0.5,0.75,1
699,0.0,0.0,0
700,0.0,0.0,0
701,1.0,0.3,4
702,0.0,0.0,0
703,0.0,0.0,0
704,0.0,0.0,0
705,0.0,0.0,0
706,-0.6,0.95,5
707,0.0,0.0,0
708,0.0,0.0666666666667,0
709,0.0,0.0,0
710,0.0,0.0,0
711,0.0,0.0,0
712,0.5,0.9,1
713,0.0,0.0,0
714,0.0,0.0,0
715,0.0,0.0,0
716,-0.166666666667,0.25,0
717,0.281363636364,0.515151515152,2
718,0.115151515152,0.339393939394,2
719,0.35,0.7,1
720,0.13125,0.5,2
721,0.2,0.5,2
722,0.378125,0.658333333333,1
723,0.136363636364,0.454545454545,2
724,0.0277777777778,0.625,3
725,0.0,0.0,0
726,0.1,0.3,2
727,0.136363636364,0.454545454545,2
728,0.2,0.5,2
729,0.0,0.0,0
730,-0.2,0.35,3
731,0.5,0.625,1
732,0.0,0.0,0
733,0.0,0.0,0
734,0.2,0.419230769231,2
735,0.0,0.0,0
736,0.0,0.0,0
737,0.0,0.0,0
738,0.0,0.0,0
739,0.0,0.0,0
740,0.0,0.0,0
741,0.0,0.0,0
742,0.0,0.0,0
743,0.0,0.0,0
744,0.0,0.0,0
745,0.0,0.0,0
746,0.0,0.0,0
747,0.0,0.0,0
748,0.0,0.0,0
749,0.0,0.0,0
750,0.0,0.0,0
751,0.0,0.0,0
752,0.0,0.0,0
753,0.0,0.4,3
754,-0.75,0.95,5
755,0.0,0.0,0
756,0.0,0.0,0
757,0.0,0.0,0
758,0.0,0.0,0
759,0.0,0.0,0
760,0.0,0.0,0
761,0.0,0.0,0
762,0.0,0.0,0
763,0.0,0.0,0
764,0.0,0.0,0
765,0.0,0.0,0
766,0.0,0.0,0
767,0.0,0.0,0
768,0.78125,0.5,4
769,0.625,0.666666666667,1
770,0.0,0.0,0
771,0.0,0.0,0
772,0.0,0.0,0
773,0.625,0.5,1
774,0.0,0.0,0
775,0.0,0.0,0
776,0.142857142857,0.507142857143,2
777,-0.0746031746032,0.314920634921,3
778,0.625,0.6,1
779,0.6125,0.575,1
780,0.25,0.5,2
781,0.4078125,0.4875,1
782,0.0,0.0,0
783,0.075,0.15625,0
784,-0.0599098124098,0.62582972583,3
785,0.0,0.0,0
786,0.0,0.0,0
787,0.0,0.0,0
788,0.0,0.0,0
789,0.0,0.0,0
790,0.0,0.0,0
791,0.380032467532,0.608441558442,1
792,-0.1046875,0.6,3
793,-1.0,1.0,5
794,0.0,0.0,0
795,-0.366666666667,0.716666666667,5
796,0.0,0.0,0
797,0.0,0.0,0
798,0.0,0.0,0
799,0.0,0.0,0
800,0.0,0.0,0
801,0.0,0.0,0
802,0.0,0.0,0
803,0.0,0.0,0
804,0.0,0.0,0
805,0.0,0.0,0
806,0.0,0.0,0
807,0.0,0.0,0
808,0.0,0.0,0
809,0.125,1.0,3
810,0.0,0.0,0
811,0.625,0.75,1
812,0.8,0.75,4
813,0.153409090909,0.454545454545,2
814,0.357142857143,0.785714285714,1
815,0.5,0.6,1
816,0.0,0.5,3
817,0.5625,0.75,1
818,0.14,0.69,3
819,1.0,1.0,4
820,0.408333333333,0.716666666667,1
821,-0.140625,0.75,3
822,0.0,0.0,0
823,0.433333333333,0.516666666667,1
824,0.575,0.5625,1
825,0.0,0.0,0
826,0.378571428571,0.669047619048,1
827,0.0,0.0,0
828,0.0,0.0,0
829,0.391666666667,0.691666666667,1
830,0.5,0.5,1
831,0.55,0.475,1
832,0.0,0.0,0
833,0.604166666667,0.405555555556,1
834,0.0,0.0,0
835,0.5234375,0.575,1
836,0.0,0.0,0
837,0.0,0.0,0
838,1.0,1.0,4
839,0.0,0.0,0
840,0.45,0.85,1
841,0.0,0.0,0
842,0.25,0.2,2
843,0.0,0.0,0
844,0.7,0.85,4
845,0.378787878788,0.518181818182,1
846,0.75,0.9,4
847,0.0,0.0,0
848,0.433333333333,0.833333333333,1
849,0.0,0.0,0
850,1.0,1.0,4
851,0.545454545455,0.651515151515,1
852,0.466666666667,0.9,1
853,-0.155555555556,0.288888888889,3
854,0.0,0.0,0
855,0.541666666667,0.833333333333,1
856,0.0952380952381,0.808201058201,3
857,0.25,0.6,2
858,0.08,0.27,2
859,-0.6,0.95,5
860,0.2,0.2,2
861,0.37,0.5,1
862,0.75,0.75,4
863,0.209090909091,0.313636363636,2
864,0.0,0.0,0
865,0.358333333333,0.416666666667,2
866,0.35,0.65,1
867,0.3,0.2,2
868,0.0,0.0,0
869,-0.6,0.95,5
870,0.0,0.0,0
871,0.0,0.0,0
872,0.0,0.0,0
873,0.375,0.2,2
874,0.0,0.0,0
875,0.0,0.0,0
876,0.3,0.1,2
877,0.224321428571,0.511587301587,2
878,0.0,0.0,0
879,0.0,0.0,0
880,0.0,0.0,0
881,0.0,0.0,0
882,0.0,0.0,0
883,0.0,0.0,0
884,0.0,0.0,0
885,0.0,0.0,0
886,0.0,0.0,0
887,0.0,0.0,0
888,0.0,0.0,0
889,0.0,0.0,0
890,0.0,0.0,0
891,0.0,0.0,0
892,0.0,0.0,0
893,0.0,0.0,0
894,0.0,0.0,0
895,0.0,0.0,0
896,0.0,0.0,0
897,0.0,0.0,0
898,0.0,0.0,0
899,0.0,0.0,0
900,0.0,0.0,0
901,0.0,0.0,0
902,0.0,0.0,0
903,0.0,0.0,0
904,0.0,0.0,0
905,0.0,0.0,0
906,0.0,0.0,0
907,0.0,0.0,0
908,0.0,0.0,0
909,0.0,0.0,0
910,-0.25,0.75,3
911,0.0,0.0,0
912,0.0,0.0,0
913,0.0,0.0,0
914,0.0,0.0,0
915,0.0,0.0,0
916,0.0,0.0,0
917,0.0,0.0,0
918,0.0,0.0,0
919,0.0,0.0,0
920,0.0,0.0,0
921,0.0,0.0,0
922,0.0,0.0,0
923,0.0,0.0,0
924,0.0,0.0,0
925,0.0,0.0,0
926,0.0,0.0,0
927,0.0,0.0,0
928,0.489642857143,0.597678571429,1
929,0.0,0.0,0
930,0.0,0.0,0
931,0.0,0.0,0
932,0.0,0.0,0
933,0.0,0.0,0
934,0.0,0.0,0
935,0.0,0.0,0
936,0.0,0.0,0
937,0.0,0.0,0
938,0.0,0.0,0
939,0.0,0.0,0
940,0.0,0.0,0
941,0.0,0.0,0
942,0.0,0.75,3
943,0.0,0.0,0
944,0.0,0.0,0
945,0.0,0.0,0
946,0.0,0.0,0
947,0.0,0.0,0
948,0.0,0.0,0
949,0.625,0.75,1
950,0.562272135417,0.556666666667,1
951,0.0,0.0,0
952,0.315,0.665,1
953,0.0,0.0,0
954,0.00555555555556,0.436111111111,3
955,0.0,0.0,0
956,0.21875,0.4375,2
957,0.0666666666667,0.705555555556,3
958,0.256870748299,0.515918367347,2
959,0.0,0.0,0
960,0.8,1.0,4
961,-0.0546875,0.4375,3
962,0.0731770833333,0.391666666667,2
963,0.0,0.0,0
964,0.270833333333,0.458333333333,2
965,0.0,0.0,0
966,0.6875,0.525,1
967,0.0,0.0,0
968,0.0,0.0,0
969,1.0,1.0,4
970,0.0,0.0,0
971,0.416666666667,0.59,1
972,0.0,0.0,0
973,0.133125,0.475,2
974,0.2575,0.46,2
975,0.2,0.422222222222,2
976,0.6,0.95,4
977,0.6,0.95,4
978,0.466666666667,0.75,1
979,0.0,0.0,0
980,-0.625,1.0,5
981,0.136363636364,0.454545454545,2
982,0.8,1.0,4
983,1.0,0.3,4
984,0.0,0.0,0
985,0.0,0.0,0
986,-0.0333333333333,0.483333333333,3
987,0.0,0.0,0
988,0.125,0.133333333333,0
989,0.0,0.0,0
990,0.0,0.0,0
991,0.0,0.0,0
992,0.0,0.0,0
993,0.0,0.0,0
994,0.0,0.0,0
995,0.0,0.0,0
996,0.0,0.0,0
997,0.24,0.526428571429,2
998,0.0,0.0,0
999,-0.220833333333,0.589583333333,3
1000,0.0,0.0,0
1001,0.0,0.0,0
1002,0.275,0.475,2
1003,0.0,0.0,0
1004,0.3375,0.4375,2
1005,0.0,0.0,0
1006,0.0,0.0,0
1007,0.2,0.4,2
1008,-0.0927272727273,0.290909090909,3
1009,0.1,0.2,0
1010,0.475,0.466666666667,1
1011,0.0,0.0,0
1012,-0.3,0.4,3
1013,0.0,0.0,0
1014,0.0,0.0,0
1015,0.7,0.6,1
1016,0.0,0.0,0
1017,0.0,1.0,3
1018,0.125,1.0,3
1019,0.0,0.0,0
1020,0.0,0.0,0
1021,0.0,0.0,0
1022,0.0,0.0,0
1023,0.0,0.0,0
1024,0.0,0.0,0
1025,0.0,0.0,0
1026,0.0,0.0,0
1027,0.0,0.0,0
1028,0.0,0.0,0
1029,0.0,0.0,0
1030,0.0,0.0,0
1031,0.0,0.0,0
1032,0.0,0.0,0
1033,0.0,0.0,0
1034,0.2,0.633333333333,2
1035,0.0,0.0,0
1036,0.0,0.0,0
1037,0.0,0.0,0
1038,0.0,0.0,0
1039,0.0,0.0,0
1040,0.4375,0.55,1
1041,0.0,0.0,0
